HouseID,OverallQual,GrLivArea,TotalBsmtSF,GarageCars,BedroomAbvGr,FullBath,YearBuilt,LotArea,Neighborhood,PropertyType,SalePrice
10876,5,1060,572.0,2.0,4,2,2001,17928.0,Lakeside,Townhouse,497875
10877,4,1911,1630.0,1.0,3,2,1963,9623.0,South,Detached,533052
10878,4,1004,1773.0,1.0,1,1,2012,11308.0,South,Semi-Detached,420163
10879,7,2007,377.0,3.0,2,2,1985,8465.0,South,Townhouse,560880
10880,7,1730,640.0,2.0,5,4,1973,7372.0,West,Semi-Detached,549683
10881,7,862,938.0,2.0,4,3,1989,8056.0,South,Townhouse,426489
10883,5,1346,1252.0,0.0,4,3,2002,4884.0,East,Detached,481926
10884,10,1304,759.0,2.0,4,1,1971,11278.0,Lakeside,Detached,614690
10885,10,1860,1916.0,2.0,6,2,2021,13254.0,West,Detached,775147
10886,7,2382,1526.0,2.0,3,1,1964,7323.0,Lakeside,Detached,662717
10888,8,1784,1461.0,2.0,2,1,2013,5729.0,North,Detached,634294
10889,6,1986,1492.0,1.0,3,2,1953,,West,Semi-Detached,592746
10890,3,2131,824.0,1.0,5,2,2024,6527.0,East,Detached,527319
10891,9,1847,724.0,2.0,3,3,1967,10734.0,Central,Detached,665255
10892,9,1548,1081.0,2.0,3,3,1991,7346.0,Lakeside,Townhouse,604355
10894,7,1797,1106.0,2.0,4,1,1964,5671.0,Greenfield,Semi-Detached,601484
10895,6,1160,419.0,2.0,4,1,2019,5170.0,East,Semi-Detached,471935
10896,6,500,729.0,3.0,3,2,2004,11161.0,South,Detached,437143
10897,8,1990,1020.0,2.0,5,2,2002,5117.0,West,Detached,661234
10898,6,2247,1020.0,0.0,1,2,1965,9851.0,North,Detached,583628
10900,5,1195,496.0,4.0,5,2,1983,11225.0,South,Semi-Detached,505601
10901,7,2091,1252.0,2.0,3,2,1976,6080.0,East,Detached,636432
10903,8,1761,1959.0,0.0,3,2,1976,7508.0,North,Detached,660034
10905,5,1649,1247.0,0.0,2,2,2018,3869.0,West,Townhouse,491976
10906,4,2506,1278.0,2.0,5,2,1980,23866.0,Central,Townhouse,595937
10907,4,1395,1128.0,3.0,4,1,1952,7558.0,Central,Semi-Detached,515512
10909,9,1484,1224.0,2.0,4,3,1970,6095.0,South,Townhouse,617162
10911,5,1817,1323.0,3.0,3,2,1981,6307.0,Lakeside,Semi-Detached,564964
10912,7,2644,1100.0,2.0,4,2,1991,6786.0,Central,Detached,719435
10913,7,1928,961.0,0.0,5,2,2011,8686.0,South,Townhouse,604588
10914,4,1611,1869.0,2.0,2,2,1981,13249.0,East,Semi-Detached,529421
10915,6,1590,780.0,1.0,3,2,1988,,Greenfield,Semi-Detached,531145
10916,8,890,889.0,2.0,3,2,2013,8786.0,West,Detached,507122
10917,4,2236,1847.0,,3,2,1979,9511.0,Lakeside,Semi-Detached,632577
10919,6,1651,830.0,2.0,2,2,1980,3786.0,South,Semi-Detached,496363
10920,10,3506,991.0,1.0,4,1,1989,4079.0,Lakeside,Detached,895211
10921,7,1914,1386.0,2.0,3,3,1982,6763.0,Central,Detached,659096
10922,9,1337,1133.0,3.0,3,1,2012,3446.0,Central,Detached,662366
10923,3,1516,533.0,2.0,4,1,1974,5865.0,West,Detached,419056
10924,9,2382,837.0,2.0,4,4,1985,4322.0,West,Detached,683638
10925,3,1812,807.0,3.0,3,4,1973,9963.0,Central,Detached,498639
10926,5,959,1019.0,3.0,3,1,2007,9741.0,South,Detached,470308
10927,7,2256,1220.0,1.0,4,2,1988,6988.0,East,Detached,651600
10928,6,1383,1217.0,0.0,3,2,1995,3402.0,Lakeside,Detached,575371
10929,8,2780,340.0,2.0,3,2,1959,7190.0,South,Townhouse,632877
10930,3,2344,1476.0,3.0,4,3,1981,9275.0,West,Detached,580214
10931,9,1504,1151.0,4.0,2,4,1985,11522.0,Central,Detached,684463
10932,6,2455,1604.0,3.0,2,2,1977,17610.0,Greenfield,Detached,697826
10933,3,1787,1228.0,2.0,1,2,1965,13234.0,East,Semi-Detached,421741
10934,3,2219,1491.0,2.0,2,2,1965,8616.0,East,Townhouse,521539
10935,10,2017,1237.0,0.0,2,2,1967,7036.0,Lakeside,Detached,665716
10936,3,1285,1588.0,1.0,6,3,1957,5727.0,Lakeside,Detached,486354
10937,8,1396,1259.0,2.0,3,3,2024,14724.0,Central,Townhouse,639699
10940,4,1528,1406.0,2.0,5,2,2011,6134.0,West,Detached,543101
10941,6,1225,1279.0,1.0,3,1,1987,4577.0,Lakeside,Detached,537606
10945,7,1763,1108.0,2.0,3,2,1981,5741.0,East,Townhouse,513074
10946,9,2527,804.0,2.0,3,3,1957,8090.0,Greenfield,Semi-Detached,700392
10947,7,1706,1106.0,4.0,3,1,1989,13591.0,Central,Detached,570327
10948,10,1999,,1.0,3,3,2005,3768.0,East,Detached,720284
10951,5,1647,1005.0,2.0,4,2,2023,4140.0,North,Semi-Detached,564014
10952,6,2292,728.0,3.0,2,2,1985,6742.0,Lakeside,Detached,666406
10953,7,2403,895.0,2.0,3,2,2006,10520.0,Central,Townhouse,651157
10954,6,3174,885.0,3.0,3,2,2023,7790.0,East,Detached,713282
10955,5,2069,859.0,1.0,5,1,1994,7740.0,East,Semi-Detached,536061
10956,5,1929,548.0,3.0,3,2,1951,8265.0,Greenfield,Townhouse,481610
10957,6,1857,999.0,0.0,4,2,2017,24850.0,South,Detached,558531
10958,3,1556,826.0,3.0,3,3,1999,17827.0,South,Detached,473630
10959,4,1936,0.0,2.0,2,1,1978,5855.0,Greenfield,Detached,442985
10960,9,1588,1871.0,2.0,2,2,1959,12837.0,Lakeside,Detached,665174
10961,3,1843,1486.0,2.0,3,3,1976,10043.0,Lakeside,Detached,501398
10962,3,2475,899.0,3.0,2,3,1964,7930.0,South,Detached,534642
10964,9,2377,581.0,2.0,4,2,1980,9802.0,North,Townhouse,667561
10965,9,2474,1728.0,3.0,1,3,1970,6971.0,South,Detached,760455
10966,3,1685,1809.0,2.0,3,2,2009,,Central,Detached,594938
10968,8,1416,1459.0,2.0,3,1,1990,12546.0,Central,Detached,627730
10970,5,1737,515.0,3.0,3,2,1994,5679.0,East,Townhouse,525206
10971,10,1200,885.0,3.0,3,1,1975,11353.0,Greenfield,Detached,585878
10972,9,1472,1103.0,2.0,4,2,2000,7497.0,South,Detached,595784
10973,3,2212,868.0,4.0,5,1,1985,7588.0,East,Detached,530408
10974,5,2051,963.0,2.0,3,1,2001,12734.0,South,Detached,499941
10975,6,1619,1013.0,0.0,2,3,2000,14449.0,North,Detached,545933
10976,4,1548,1018.0,1.0,5,1,1952,3071.0,West,Semi-Detached,418762
10977,10,1535,1071.0,2.0,3,3,1963,7550.0,East,Detached,648844
10978,10,1243,626.0,1.0,3,1,1998,4241.0,Central,Detached,544570
10979,10,2638,763.0,3.0,3,3,1950,6722.0,Lakeside,Semi-Detached,763141
10980,8,1573,536.0,3.0,2,3,2006,7976.0,West,Detached,602362
10981,6,2419,1441.0,1.0,4,2,1966,6819.0,North,Detached,633144
10982,10,2587,208.0,2.0,3,2,1999,5043.0,West,Townhouse,725463
10983,6,2299,1511.0,2.0,3,1,1963,4930.0,North,Detached,615758
10984,7,1513,1605.0,3.0,3,4,2008,11101.0,West,Semi-Detached,643467
10985,10,1972,929.0,3.0,4,3,1952,15960.0,Central,Detached,701588
10986,4,1737,9.0,2.0,4,3,1989,3165.0,South,Detached,484910
10987,6,1253,905.0,3.0,2,2,2015,6903.0,Lakeside,Detached,557096
10988,6,1928,1024.0,2.0,3,2,1983,11121.0,Greenfield,Detached,597028
10990,10,2403,844.0,1.0,4,2,1970,4847.0,South,Detached,717398
10991,4,1494,1662.0,1.0,4,2,1974,6452.0,West,Townhouse,485411
10992,6,1861,1316.0,2.0,2,1,1993,9165.0,Greenfield,Semi-Detached,541121
10993,4,1906,680.0,1.0,4,3,1974,6967.0,South,Detached,491423
10994,6,1608,411.0,0.0,4,1,1958,7829.0,Lakeside,Semi-Detached,485639
10995,6,2073,919.0,2.0,1,2,2011,7931.0,North,Townhouse,519000
10996,7,1489,965.0,0.0,3,2,1975,6319.0,North,Semi-Detached,485142
10997,3,2229,1248.0,2.0,3,3,2006,11552.0,Central,Detached,601680
11000,5,2816,1824.0,2.0,4,1,1986,,Greenfield,Detached,707135
11001,8,1200,1376.0,0.0,5,3,1973,7725.0,North,Detached,574889
11002,9,1377,1031.0,2.0,4,4,1975,2500.0,South,Townhouse,578814
11003,3,2033,977.0,3.0,5,3,1969,14070.0,Greenfield,Townhouse,508056
11004,3,1849,907.0,4.0,6,2,1958,14050.0,North,Townhouse,502657
11006,7,2019,799.0,2.0,4,2,1980,10630.0,West,Townhouse,581417
11007,6,2099,1068.0,3.0,3,2,1968,21143.0,North,Detached,646140
11009,6,1975,849.0,2.0,3,2,1976,8494.0,West,Detached,613537
11010,10,1617,501.0,2.0,6,3,1993,19410.0,Lakeside,Detached,683170
11011,7,2120,1179.0,0.0,4,2,1984,21352.0,Central,Semi-Detached,620307
11012,7,2795,1026.0,2.0,4,2,2020,6785.0,Central,Detached,731064
11013,8,1677,1250.0,1.0,2,2,1971,19767.0,West,Townhouse,587168
11015,7,2359,1538.0,3.0,4,2,1964,15678.0,North,Detached,689906
11016,8,1684,699.0,1.0,1,2,1962,11312.0,East,Townhouse,542551
11017,4,555,1735.0,3.0,4,1,1953,9179.0,North,Detached,448570
11018,5,2216,351.0,0.0,1,2,2005,21621.0,South,Semi-Detached,472753
11019,10,1456,1224.0,2.0,4,2,1972,6306.0,East,Semi-Detached,649911
11020,7,1700,1240.0,0.0,3,3,1983,18830.0,East,Detached,604133
11021,9,1933,732.0,3.0,4,2,1966,20222.0,North,Semi-Detached,615539
11022,3,1855,1220.0,3.0,4,3,1977,14773.0,West,Detached,514613
11024,4,1510,163.0,3.0,2,3,1983,8930.0,North,Detached,472466
11025,10,2032,1251.0,2.0,2,2,2024,4508.0,Greenfield,Detached,770111
11026,8,1607,53.0,4.0,4,2,2006,6526.0,North,Detached,601500
11029,7,1236,817.0,2.0,3,2,1986,6996.0,Greenfield,Townhouse,484291
11031,9,1455,971.0,2.0,3,1,1975,7463.0,Central,Detached,624492
11032,10,2194,1877.0,1.0,1,4,2010,12738.0,East,Townhouse,765448
11033,3,1952,317.0,2.0,3,2,2016,10323.0,Central,Detached,485473
11034,8,2761,629.0,2.0,6,2,2023,6966.0,East,Detached,744232
11035,3,1627,1649.0,2.0,5,2,2001,7461.0,North,Semi-Detached,515033
11036,4,1558,1793.0,0.0,3,2,1967,8624.0,Central,Detached,472422
11037,10,1739,1009.0,1.0,4,1,2002,3179.0,North,Townhouse,636940
11038,9,1583,554.0,2.0,4,2,2012,12251.0,Greenfield,Detached,589271
11039,3,2190,1888.0,3.0,3,2,2002,7585.0,North,Detached,596884
11040,5,861,1688.0,2.0,1,2,1976,12445.0,East,Semi-Detached,422997
11041,7,1170,1322.0,2.0,2,3,1980,9527.0,Central,Townhouse,558570
11042,4,1163,725.0,2.0,3,2,1950,7436.0,East,Townhouse,389341
11043,9,2273,1030.0,2.0,5,2,1955,8744.0,South,Detached,706643
11045,8,1693,1182.0,2.0,2,2,1983,15545.0,Lakeside,Detached,645892
11046,5,1657,1630.0,1.0,3,3,2012,8229.0,Greenfield,Detached,548716
11047,5,1789,1402.0,4.0,4,3,2002,9108.0,East,Townhouse,575211
11048,3,2389,619.0,1.0,4,2,1967,4534.0,West,Townhouse,477410
11049,7,1240,1601.0,2.0,4,2,1970,7832.0,East,Townhouse,581574
11050,3,1881,1175.0,0.0,4,2,1968,15393.0,South,Detached,462761
11052,3,2026,1637.0,3.0,4,1,1978,4918.0,East,Townhouse,547206
11053,5,1854,605.0,1.0,4,4,1974,5161.0,East,Detached,536998
11055,3,500,837.0,2.0,4,4,2012,12544.0,Central,Semi-Detached,402000
11057,10,1390,1189.0,1.0,2,2,2009,2500.0,Central,Townhouse,695852
11058,9,743,2055.0,3.0,3,2,1998,7712.0,East,Detached,641932
11059,8,2031,314.0,3.0,3,2,2014,8550.0,Central,Semi-Detached,636341
11060,6,2506,1037.0,3.0,3,2,1987,5189.0,Central,Semi-Detached,678582
11061,3,1674,1306.0,3.0,3,2,2001,6711.0,North,Detached,536261
11063,9,2637,1005.0,0.0,3,2,1989,9616.0,North,Detached,733349
11065,8,2652,1143.0,3.0,1,2,1964,7353.0,Lakeside,Detached,726563
11066,5,2158,747.0,3.0,4,2,1999,7220.0,South,Detached,610670
11067,7,1791,174.0,2.0,3,1,1997,9082.0,East,Semi-Detached,536006
11068,9,869,1528.0,1.0,3,1,1981,4204.0,Greenfield,Townhouse,514062
11070,7,1286,1071.0,2.0,4,2,2017,,Central,Detached,575665
11071,7,2944,,4.0,4,1,1994,7743.0,South,Detached,748589
11072,4,1653,1480.0,1.0,3,3,1981,5457.0,North,Semi-Detached,500591
11073,4,1818,1140.0,1.0,2,1,1953,5560.0,North,Townhouse,461382
11074,5,2053,1412.0,1.0,4,2,2014,11065.0,North,Semi-Detached,583184
11075,3,1774,931.0,3.0,3,3,2020,6337.0,South,Semi-Detached,542812
11076,7,2682,1575.0,1.0,3,2,2022,10068.0,West,Detached,747529
11077,8,1408,1178.0,0.0,2,1,2014,6034.0,North,Detached,589317
11078,3,1857,1128.0,4.0,4,3,1967,4811.0,North,Semi-Detached,540864
11079,8,1342,542.0,0.0,2,2,2003,8930.0,South,Semi-Detached,487780
11080,3,1024,1165.0,3.0,5,3,1996,7657.0,Central,Semi-Detached,491793
11082,7,1730,795.0,3.0,3,2,2015,11909.0,West,Semi-Detached,640782
11083,7,1514,724.0,2.0,4,4,1958,6810.0,South,Semi-Detached,516323
11084,6,1369,624.0,3.0,4,2,2017,9360.0,East,Townhouse,531788
11086,3,1704,1583.0,0.0,3,2,1992,10640.0,South,Semi-Detached,460991
11087,3,922,1818.0,0.0,4,1,2000,8886.0,Greenfield,Detached,380837
11088,10,2168,561.0,1.0,3,1,2021,6042.0,Greenfield,Detached,668135
11089,10,1795,1079.0,2.0,5,1,1974,5818.0,Central,Semi-Detached,709646
11091,6,1580,772.0,2.0,3,2,1966,13496.0,Central,Detached,557915
11092,9,1336,683.0,2.0,4,2,1967,12001.0,North,Detached,644273
11093,10,1926,1546.0,1.0,4,1,1976,5234.0,Greenfield,Semi-Detached,693016
11094,9,2487,892.0,3.0,3,2,1964,5487.0,North,Detached,770914
11095,4,719,1477.0,4.0,3,3,2018,5863.0,Central,Detached,516186
11096,4,1813,1292.0,1.0,3,2,1964,6116.0,South,Detached,490464
11097,4,1662,1971.0,2.0,5,2,1991,3532.0,East,Semi-Detached,556317
11098,8,2119,458.0,1.0,4,3,1983,11415.0,Central,Detached,638261
11099,8,1867,1554.0,2.0,4,3,1997,6516.0,East,Detached,672823
11100,5,1336,1509.0,2.0,2,2,1957,9849.0,South,Semi-Detached,454857
11101,5,1575,661.0,1.0,3,3,1959,6940.0,East,Detached,482426
11102,4,1312,1453.0,2.0,4,2,1954,7918.0,East,Detached,517615
11103,6,2342,1184.0,2.0,4,3,1997,5877.0,Greenfield,Semi-Detached,673955
11104,3,1762,959.0,2.0,2,2,1975,7899.0,Lakeside,Detached,500436
11105,8,2796,720.0,2.0,4,2,1972,5405.0,East,Semi-Detached,703778
11106,6,1717,762.0,0.0,3,1,2011,7925.0,South,Detached,505900
11107,7,1360,1870.0,3.0,3,3,1962,15413.0,Lakeside,Detached,664651
11108,8,917,1050.0,2.0,3,2,1958,10112.0,North,Semi-Detached,475989
11110,5,879,734.0,0.0,3,2,2006,4417.0,East,Detached,398250
11112,3,2030,,3.0,2,3,1982,10788.0,North,Townhouse,490164
11113,10,880,510.0,1.0,4,2,1969,9026.0,North,Semi-Detached,533528
11114,9,2242,884.0,2.0,2,2,2009,8810.0,West,Detached,688652
11115,9,1484,1064.0,1.0,3,2,1997,7511.0,South,Semi-Detached,607259
11116,9,1831,1095.0,2.0,3,2,2013,10715.0,West,Detached,695121
11118,7,2243,1208.0,2.0,4,1,2022,9283.0,East,Detached,650870
11119,7,1602,1327.0,2.0,3,2,1966,5166.0,North,Detached,574122
11120,8,1260,1344.0,2.0,4,2,1963,5347.0,North,Detached,562619
11121,4,567,656.0,2.0,4,2,1968,11092.0,Lakeside,Detached,381107
11123,5,1634,1528.0,2.0,2,2,2008,8758.0,South,Detached,570245
11124,9,1207,1408.0,0.0,3,1,2016,6848.0,North,Detached,590607
11126,10,1792,1191.0,3.0,4,2,1981,11634.0,West,Semi-Detached,706747
11127,6,1626,259.0,0.0,4,2,1960,10996.0,Central,Detached,446623
11128,4,1392,1069.0,2.0,3,1,1951,4347.0,East,Semi-Detached,441433
11129,8,1843,1809.0,3.0,3,3,2017,9935.0,Central,Detached,694620
11130,4,1993,671.0,1.0,3,2,1966,9303.0,Central,Detached,488640
11131,4,1150,716.0,2.0,4,2,1989,11662.0,Greenfield,Detached,453255
11132,4,2526,1356.0,2.0,3,2,1995,8624.0,North,Townhouse,605994
11133,8,1696,433.0,3.0,3,2,1953,15203.0,South,Detached,549243
11134,9,1760,797.0,3.0,3,2,1987,7557.0,North,Detached,619251
11136,5,1878,796.0,1.0,4,2,1978,5159.0,Lakeside,Townhouse,536366
11137,9,2274,956.0,2.0,3,2,1968,5255.0,West,Townhouse,645909
11138,4,1908,1348.0,2.0,3,2,1978,5045.0,North,Detached,527105
11139,6,1413,1219.0,2.0,6,3,1984,8826.0,South,Detached,567358
11140,3,1949,1157.0,0.0,3,3,2019,7088.0,South,Semi-Detached,489338
11141,8,1121,914.0,1.0,4,1,1972,9284.0,West,Detached,493757
11142,3,1810,1198.0,3.0,2,1,1995,4643.0,South,Semi-Detached,456451
11143,10,1732,1001.0,2.0,4,2,1993,5443.0,North,Townhouse,707732
11144,9,1636,1233.0,2.0,2,2,1997,5402.0,Central,Semi-Detached,671978
11146,8,715,977.0,3.0,4,3,1957,7425.0,East,Detached,513590
11147,9,1448,654.0,2.0,4,2,2004,7765.0,North,Semi-Detached,559124
11148,4,1801,1036.0,1.0,4,3,2015,7726.0,Lakeside,Detached,590938
11149,5,1838,726.0,1.0,4,2,1989,16090.0,West,Detached,519397
11150,3,1185,604.0,1.0,3,3,1980,3871.0,Greenfield,Detached,372139
11151,7,2446,1153.0,3.0,4,2,1997,7787.0,West,Detached,718175
11152,7,1274,1135.0,2.0,5,2,2010,3854.0,Greenfield,Detached,557107
11153,6,2283,1363.0,2.0,3,2,2001,2742.0,Greenfield,Semi-Detached,592475
11154,4,1985,878.0,2.0,5,1,1987,5749.0,West,Detached,540752
11155,10,1395,1213.0,2.0,4,2,1985,9630.0,Greenfield,Detached,617118
11156,3,2726,1270.0,3.0,3,2,2004,5587.0,South,Detached,604772
11157,4,1093,1228.0,2.0,3,1,1962,9560.0,East,Detached,432589
11158,3,2256,720.0,1.0,3,2,1986,8393.0,North,Townhouse,486873
11159,6,2300,1110.0,1.0,1,3,1996,7515.0,West,Townhouse,593210
11160,6,1381,1196.0,2.0,3,1,2020,14135.0,Central,Detached,601075
11162,7,1612,215.0,2.0,3,2,1988,9495.0,North,Detached,524075
11163,4,1909,1114.0,3.0,3,4,2007,3554.0,East,Townhouse,536209
11167,7,2186,1199.0,1.0,2,3,2023,9571.0,Greenfield,Townhouse,676201
11168,8,788,1175.0,2.0,2,3,1988,5737.0,South,Detached,507948
11169,5,2467,1527.0,1.0,4,2,1975,17443.0,South,Semi-Detached,572904
11170,5,836,547.0,2.0,4,2,2020,2676.0,Lakeside,Detached,453106
11171,10,2318,1343.0,2.0,4,2,1956,8946.0,East,Townhouse,717667
11172,5,2370,1286.0,2.0,2,1,2018,8155.0,North,Detached,628143
11173,5,1150,993.0,1.0,4,2,2014,7050.0,West,Townhouse,469447
11174,9,1524,1185.0,2.0,3,2,1995,6305.0,North,Detached,640321
11175,3,1142,,2.0,3,4,1967,8251.0,Greenfield,Detached,442215
11176,9,1632,1399.0,2.0,1,2,1962,12903.0,West,Townhouse,608559
11177,9,1581,,3.0,2,1,1974,3770.0,South,Townhouse,550804
11179,9,2471,1024.0,3.0,2,2,2023,4987.0,North,Detached,811420
11181,8,1441,1079.0,2.0,3,2,1966,9334.0,Greenfield,Detached,550918
11182,10,1635,990.0,2.0,2,2,1997,10430.0,Lakeside,Detached,727557
11183,10,824,1527.0,2.0,3,2,2012,12920.0,East,Detached,621221
11184,6,1307,1017.0,1.0,4,2,1989,10504.0,South,Detached,482554
11185,10,2281,602.0,2.0,2,3,1964,10894.0,North,Semi-Detached,686408
11186,6,2639,893.0,2.0,4,2,1955,4238.0,Central,Semi-Detached,638766
11187,10,1071,1121.0,2.0,5,3,2012,15596.0,West,Detached,672224
11189,5,1735,1291.0,3.0,3,3,1981,12734.0,Greenfield,Detached,579021
11190,10,1904,710.0,2.0,1,2,1994,4307.0,North,Semi-Detached,688324
11191,5,1305,2044.0,,4,3,2001,7176.0,North,Detached,571451
11192,5,1983,1156.0,2.0,3,2,1962,12229.0,North,Semi-Detached,558483
11193,7,1489,1560.0,2.0,3,2,1973,8101.0,South,Detached,576750
11194,10,1742,989.0,3.0,3,2,1989,5698.0,North,Detached,697563
11195,4,2050,1263.0,2.0,4,2,1963,14423.0,West,Semi-Detached,548873
11196,7,1754,1386.0,3.0,3,2,2024,4722.0,South,Semi-Detached,602674
11198,5,1690,1473.0,2.0,4,4,2011,10671.0,Central,Semi-Detached,587756
11199,5,1701,1399.0,3.0,3,1,2010,20543.0,South,Townhouse,545343
11200,7,1546,924.0,3.0,4,3,1950,6509.0,Central,Detached,590122
11201,7,1608,821.0,2.0,2,4,2015,7064.0,East,Townhouse,555728
11203,6,2059,1423.0,1.0,4,2,1962,8906.0,Greenfield,Semi-Detached,619308
11204,4,1587,961.0,3.0,2,2,1982,10423.0,North,Detached,486787
11205,7,2133,1476.0,2.0,4,1,1981,13085.0,West,Detached,672317
11206,8,1566,1631.0,1.0,3,2,2005,11242.0,Lakeside,Townhouse,633172
11207,7,2395,683.0,1.0,5,3,1973,6396.0,West,Detached,625456
11208,8,1953,715.0,2.0,2,1,1953,11536.0,South,Detached,578507
11210,7,1996,1173.0,2.0,3,2,1978,11188.0,Central,Detached,641807
11211,3,886,840.0,1.0,5,3,1970,11479.0,Greenfield,Semi-Detached,357278
11213,4,1093,1220.0,2.0,5,2,1969,6820.0,North,Townhouse,467737
11214,8,1829,1066.0,2.0,5,2,1965,6259.0,South,Semi-Detached,578627
11215,4,2703,476.0,2.0,3,2,2016,9783.0,South,Detached,584460
11216,3,2977,524.0,2.0,4,3,1998,13620.0,South,Detached,555426
11218,4,2025,197.0,2.0,3,1,1993,14026.0,South,Detached,502261
11219,7,759,1455.0,2.0,3,2,1974,10913.0,North,Townhouse,499783
11220,5,1452,987.0,2.0,3,2,1972,7307.0,Greenfield,Semi-Detached,458957
11221,3,1317,2347.0,1.0,3,2,2008,10308.0,North,Detached,557329
11223,3,1658,977.0,2.0,3,2,1964,8907.0,South,Detached,429708
11224,9,1490,1007.0,3.0,3,2,2001,4936.0,Greenfield,Detached,649299
11225,3,661,1448.0,1.0,3,4,2007,7758.0,Central,Semi-Detached,431932
11228,10,1882,335.0,3.0,4,2,1953,10578.0,Lakeside,Detached,713338
11229,8,2891,801.0,2.0,2,2,2017,9105.0,East,Detached,704074
11230,5,1244,1283.0,1.0,4,3,1956,8597.0,South,Detached,427108
11232,10,1593,1478.0,2.0,5,2,1958,7291.0,Lakeside,Detached,737797
11233,7,2356,570.0,2.0,1,2,1982,8685.0,Central,Semi-Detached,647252
11234,3,2827,124.0,1.0,3,2,1982,4823.0,Greenfield,Townhouse,473046
11235,4,1074,1393.0,3.0,5,3,1953,3637.0,Greenfield,Detached,531488
11236,6,2023,719.0,2.0,5,3,2014,13295.0,South,Detached,609241
11237,3,1494,243.0,2.0,4,1,1983,8185.0,East,Townhouse,356367
11238,10,1692,1108.0,0.0,4,1,2013,8793.0,North,Semi-Detached,651769
11239,3,3204,1367.0,2.0,2,2,1974,10273.0,Lakeside,Townhouse,668194
11241,7,1890,,2.0,3,2,1958,6672.0,Lakeside,Detached,613871
11242,6,2007,986.0,0.0,3,1,1966,15741.0,South,Detached,534845
11243,9,2347,902.0,3.0,4,2,1970,6421.0,East,Semi-Detached,690602
11244,9,1804,511.0,1.0,2,1,2009,7098.0,North,Detached,618029
11245,9,1919,764.0,2.0,3,2,1962,5919.0,South,Semi-Detached,617319
11246,10,1535,1259.0,3.0,5,2,1952,5732.0,Greenfield,Detached,695378
11247,8,1898,1179.0,2.0,3,2,2017,13156.0,North,Detached,649115
11248,8,1561,1117.0,2.0,6,4,1953,2625.0,East,Semi-Detached,590788
11249,4,2092,652.0,2.0,6,3,1956,6513.0,North,Detached,526523
11251,9,1957,179.0,3.0,3,1,2024,17167.0,North,Detached,639383
11252,8,1734,1121.0,2.0,3,3,1973,4800.0,South,Detached,603654
11253,10,2369,1622.0,2.0,3,3,1959,4445.0,Lakeside,Detached,763408
11255,7,775,816.0,2.0,3,1,1993,10970.0,South,Detached,452168
11257,8,1252,1551.0,2.0,2,2,1968,4180.0,North,Townhouse,574669
11258,5,1390,871.0,3.0,4,2,2000,8367.0,South,Detached,490910
11259,10,1422,773.0,3.0,1,3,1968,16080.0,West,Detached,605302
11260,5,2506,262.0,2.0,4,2,2001,,South,Townhouse,599788
11261,9,575,1091.0,2.0,5,3,1996,8615.0,Central,Detached,521543
11262,5,3476,1867.0,3.0,3,2,1979,8851.0,West,Detached,797619
11264,9,1873,1041.0,1.0,4,2,1970,4523.0,Greenfield,Semi-Detached,614507
11265,8,1720,,2.0,4,4,2024,7207.0,North,Detached,653634
11266,5,1907,1046.0,3.0,4,1,1997,7378.0,East,Detached,607059
11267,9,2037,725.0,3.0,3,2,2011,6436.0,South,Detached,717445
11268,6,2105,1379.0,2.0,3,2,2007,10894.0,North,Detached,639366
11271,4,1641,660.0,1.0,3,2,1997,4537.0,West,Semi-Detached,456004
11276,10,500,851.0,2.0,3,1,2002,7488.0,West,Detached,545000
11277,3,2111,737.0,2.0,3,2,1974,2565.0,South,Semi-Detached,439391
11278,9,1857,746.0,1.0,1,2,2011,7817.0,Central,Detached,635603
11279,7,1740,342.0,2.0,3,2,1953,7392.0,East,Detached,533152
11280,6,1536,1239.0,1.0,4,2,1962,8380.0,West,Detached,523332
11281,4,2368,318.0,4.0,4,2,1991,8965.0,West,Semi-Detached,625185
11282,9,2271,559.0,3.0,4,3,1998,5881.0,East,Detached,709356
11283,3,1325,220.0,2.0,5,2,2005,15511.0,Central,Semi-Detached,384683
11284,3,1974,1016.0,1.0,1,2,1996,7765.0,Greenfield,Semi-Detached,414016
11285,9,1216,990.0,3.0,3,1,1957,7313.0,North,Semi-Detached,588436
11286,8,991,919.0,2.0,4,2,2004,11184.0,Greenfield,Detached,553775
11288,8,2224,581.0,2.0,3,3,1984,25383.0,Central,Townhouse,634833
11289,6,2274,1236.0,3.0,2,2,1981,7279.0,Lakeside,Semi-Detached,647926
11290,3,2032,830.0,0.0,5,2,1973,9372.0,East,Townhouse,456539
11292,7,2034,696.0,3.0,5,3,1962,11836.0,North,Detached,626557
11293,6,1397,1122.0,1.0,4,1,2018,9192.0,North,Semi-Detached,548937
11294,3,1988,1571.0,1.0,4,2,1991,6868.0,Central,Detached,530956
11295,6,2190,1284.0,2.0,4,1,1980,5402.0,Lakeside,Detached,654639
11296,4,2165,885.0,3.0,4,2,2023,4438.0,Greenfield,Detached,627872
11297,5,2404,1153.0,2.0,3,3,1975,9659.0,Central,Detached,669025
11298,3,2140,954.0,4.0,3,2,1981,4286.0,West,Detached,507681
11300,4,2339,920.0,,3,3,1969,4532.0,Greenfield,Detached,569195
11301,9,1735,984.0,4.0,3,2,1989,7383.0,South,Semi-Detached,668480
11302,6,1265,1135.0,2.0,2,2,2008,5380.0,Central,Detached,549340
